geneid	gene_name	proteinid	protein_size	protein_desc
ENSG00000162877	PM20D1	ENSP00000356104	502	N-fatty-acyl-amino acid synthase/hydrolase PM20D1; Bidirectional N-fatty-acyl amino acid synthase/hydrolase that regulates the production of N-fatty-acyl amino acids. These metabolites are endogenous chemical uncouplers of mitochondrial respiration. In an UCP1-independent manner, maybe through interaction with mitochondrial transporters, they promote proton leakage into the mitochondrial matrix. Thereby, this secreted protein may indirectly regulate the bodily dissipation of chemical energy as heat through thermogenic respiration
ENSG00000163486	SRGAP2	ENSP00000459615	1071	SLIT-ROBO Rho GTPase-activating protein 2; RAC1 GTPase activating protein (GAP) that binds and deforms membranes, and regulates actin dynamics to regulate cell migration and differentiation. Plays an important role in different aspects of neuronal morphogenesis and migration mainly during development of the cerebral cortex. This includes the biogenesis of neurites, where it is required for both axons and dendrites outgrowth, and the maturation of the dendritic spines. Also stimulates the branching of the leading process and negatively regulates neuron radial migration in the cerebral c [...] 
ENSG00000123843	C4BPB	ENSP00000243611	252	C4b-binding protein beta chain; Controls the classical pathway of complement activation. It binds as a cofactor to C3b/C4b inactivator (C3bINA), which then hydrolyzes the complement fragment C4b. It also accelerates the degradation of the C4bC2a complex (C3 convertase) by dissociating the complement fragment C2a. It also interacts with anticoagulant protein S and with serum amyloid P component. The beta chain binds protein S; Sushi domain containing
ENSG00000117335	CD46	ENSP00000313875	399	Membrane cofactor protein; Acts as a cofactor for complement factor I, a serine protease which protects autologous cells against complement- mediated injury by cleaving C3b and C4b deposited on host tissue. May be involved in the fusion of the spermatozoa with the oocyte during fertilization. Also acts as a costimulatory factor for T- cells which induces the differentiation of CD4+ into T-regulatory 1 cells. T-regulatory 1 cells suppress immune responses by secreting interleukin-10, and therefore are thought to prevent autoimmunity
ENSG00000174059	CD34	ENSP00000310036	385	Hematopoietic progenitor cell antigen CD34; Possible adhesion molecule with a role in early hematopoiesis by mediating the attachment of stem cells to the bone marrow extracellular matrix or directly to stromal cells. Could act as a scaffold for the attachment of lineage specific glycans, allowing stem cells to bind to lectins expressed by stromal cells or other marrow components. Presents carbohydrate ligands to selectins; CD molecules
ENSG00000082512	TRAF5	ENSP00000261464	557	TNF receptor-associated factor 5; Adapter protein and signal transducer that links members of the tumor necrosis factor receptor family to different signaling pathways by association with the receptor cytoplasmic domain and kinases. Mediates activation of NF-kappa-B and probably JNK. Seems to be involved in apoptosis. Plays a role in mediating activation of NF-kappa-B by EIF2AK2/PKR; Ring finger proteins
ENSG00000203705	TATDN3	ENSP00000431376	281	Putative deoxyribonuclease TATDN3; Putative deoxyribonuclease; Belongs to the metallo-dependent hydrolases superfamily. TatD-type hydrolase family
ENSG00000174606	ANGEL2	ENSP00000355929	544	Angel homolog 2
ENSG00000136643	RPS6KC1	ENSP00000355927	1066	Ribosomal protein S6 kinase delta-1; May be involved in transmitting sphingosine-1 phosphate (SPP)-mediated signaling into the cell
ENSG00000067533	RRP15	ENSP00000355899	282	RRP15-like protein; Ribosomal RNA processing 15 homolog
ENSG00000118873	RAB3GAP2	ENSP00000351832	1393	Rab3 GTPase-activating protein non-catalytic subunit; Regulatory subunit of a GTPase activating protein that has specificity for Rab3 subfamily (RAB3A, RAB3B, RAB3C and RAB3D). Rab3 proteins are involved in regulated exocytosis of neurotransmitters and hormones. Rab3 GTPase-activating complex specifically converts active Rab3-GTP to the inactive form Rab3- GDP. Required for normal eye and brain development. May participate in neurodevelopmental processes such as proliferation, migration and differentiation before synapse formation, and non- synaptic vesicular release of neurotransmitters
ENSG00000162819	BROX	ENSP00000343742	411	BRO1 domain-containing protein BROX; BRO1 domain and CAAX motif containing; Belongs to the BROX family
ENSG00000187554	TLR5	ENSP00000440643	858	Toll-like receptor 5; Participates in the innate immune response to microbial agents. Mediates detection of bacterial flagellins. Acts via MYD88 and TRAF6, leading to NF-kappa-B activation, cytokine secretion and the inflammatory response; Toll like receptors
ENSG00000143771	CNIH4	ENSP00000420443	139	Protein cornichon homolog 4; Involved in G protein-coupled receptors (GPCRs) trafficking from the endoplasmic reticulum to the cell surface; it promotes the exit of GPCRs from the early secretory pathway, likely through interaction with the COPII machinery; Belongs to the cornichon family
ENSG00000185842	DNAH14	ENSP00000383737	453	Dynein axonemal heavy chain 14
ENSG00000143815	LBR	ENSP00000339883	615	Lamin-B receptor; Anchors the lamina and the heterochromatin to the inner nuclear membrane; Tudor domain containing
ENSG00000154380	ENAH	ENSP00000355809	591	Protein enabled homolog; Ena/VASP proteins are actin-associated proteins involved in a range of processes dependent on cytoskeleton remodeling and cell polarity such as axon guidance and lamellipodial and filopodial dynamics in migrating cells. ENAH induces the formation of F-actin rich outgrowths in fibroblasts. Acts synergistically with BAIAP2-alpha and downstream of NTN1 to promote filipodia formation (By similarity); ENAH/VASPs
ENSG00000163041	H3F3A	ENSP00000355778	136	Histone H3.3; Variant histone H3 which replaces conventional H3 in a wide range of nucleosomes in active genes. Constitutes the predominant form of histone H3 in non-dividing cells and is incorporated into chromatin independently of DNA synthesis. Deposited at sites of nucleosomal displacement throughout transcribed genes, suggesting that it represents an epigenetic imprint of transcriptionally active chromatin. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in [...] 
ENSG00000203685	C1orf95	ENSP00000355752	141	Protein stum homolog; Chromosome 1 open reading frame 95
ENSG00000143776	CDC42BPA	ENSP00000355731	1719	Serine/threonine-protein kinase MRCK alpha; Serine/threonine-protein kinase which is an important downstream effector of CDC42 and plays a role in the regulation of cytoskeleton reorganization and cell migration. Regulates actin cytoskeletal reorganization via phosphorylation of PPP1R12C and MYL9/MLC2. In concert with MYO18A and LURAP1, is involved in modulating lamellar actomyosin retrograde flow that is crucial to cell protrusion and migration. Phosphorylates: PPP1R12A, LIMK1 and LIMK2. May play a role in TFRC-mediated iron uptake. In concert with FAM89B/LRAP25 mediates the targeting [...] 
ENSG00000143740	SNAP47	ENSP00000314157	464	Synaptosomal-associated protein 47; Plays a role in intracellular membrane fusion
ENSG00000198835	GJC2	ENSP00000355675	439	Gap junction gamma-2 protein; One gap junction consists of a cluster of closely packed pairs of transmembrane channels, the connexons, through which materials of low MW diffuse from one cell to a neighboring cell. May play a role in myelination in central and peripheral nervous systems
ENSG00000168159	RNF187	ENSP00000306396	235	E3 ubiquitin-protein ligase RNF187; E3 ubiquitin-protein ligase that acts as a coactivator of JUN-mediated gene activation in response to growth factor signaling via the MAP3K1 pathway, independently from MAPK8; Ring finger proteins
ENSG00000143632	ACTA1	ENSP00000355645	377	Actin, alpha skeletal muscle; Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells
ENSG00000143641	GALNT2	ENSP00000355632	571	Polypeptide N-acetylgalactosaminyltransferase 2; Catalyzes the initial reaction in O-linked oligosaccharide biosynthesis, the transfer of an N-acetyl-D- galactosamine residue to a serine or threonine residue on the protein receptor. Has a broad spectrum of substrates for peptides such as EA2, Muc5AC, Muc1a, Muc1b. Probably involved in O-linked glycosylation of the immunoglobulin A1 (IgA1) hinge region; Belongs to the glycosyltransferase 2 family. GalNAc-T subfamily
ENSG00000135744	AGT	ENSP00000355627	485	Angiotensinogen; Essential component of the renin-angiotensin system (RAS), a potent regulator of blood pressure, body fluid and electrolyte homeostasis; Endogenous ligands
ENSG00000119280	C1orf198	ENSP00000355623	327	Uncharacterized protein C1orf198; Chromosome 1 open reading frame 198
ENSG00000116906	GNPAT	ENSP00000355607	680	Glyceronephosphate O-acyltransferase
ENSG00000135766	EGLN1	ENSP00000355601	426	Egl nine homolog 1; Cellular oxygen sensor that catalyzes, under normoxic conditions, the post-translational formation of 4-hydroxyproline in hypoxia-inducible factor (HIF) alpha proteins. Hydroxylates a specific proline found in each of the oxygen-dependent degradation (ODD) domains (N-terminal, NODD, and C-terminal, CODD) of HIF1A. Also hydroxylates HIF2A. Has a preference for the CODD site for both HIF1A and HIF1B. Hydroxylated HIFs are then targeted for proteasomal degradation via the von Hippel-Lindau ubiquitination complex. Under hypoxic conditions, the hydroxylation reaction is  [...] 
ENSG00000162946	DISC1	ENSP00000355593	755	Disrupted in schizophrenia 1 protein; Involved in the regulation of multiple aspects of embryonic and adult neurogenesis. Required for neural progenitor proliferation in the ventrical/subventrical zone during embryonic brain development and in the adult dentate gyrus of the hippocampus. Participates in the Wnt-mediated neural progenitor proliferation as a positive regulator by modulating GSK3B activity and CTNNB1 abundance. Plays a role as a modulator of the AKT-mTOR signaling pathway controlling the tempo of the process of newborn neurons integration during adult neurogenesis, includi [...] 
ENSG00000116991	SIPA1L2	ENSP00000355589	1722	Signal-induced proliferation-associated 1-like protein 2; Signal induced proliferation associated 1 like 2; PDZ domain containing
ENSG00000135778	NTPCR	ENSP00000355587	190	Cancer-related nucleoside-triphosphatase; Has nucleotide phosphatase activity towards ATP, GTP, CTP, TTP and UTP. Hydrolyzes nucleoside diphosphates with lower efficiency; Belongs to the THEP1 NTPase family
ENSG00000135750	KCNK1	ENSP00000355580	336	Potassium channel subfamily K member 1; Ion channel that contributes to passive transmembrane potassium transport and to the regulation of the resting membrane potential in brain astrocytes, but also in kidney and in other tissues. Forms dimeric channels through which potassium ions pass in accordance with their electrochemical gradient. The channel is selective for K(+) ions at physiological potassium concentrations and at neutral pH, but becomes permeable to Na(+) at subphysiological K(+) levels and upon acidification of the extracellular medium. The homodimer has very low potassium  [...] 
ENSG00000168275	COA6	ENSP00000355572	125	Cytochrome c oxidase assembly factor 6 homolog; Involved in the maturation of the mitochondrial respiratory chain complex IV subunit MT-CO2/COX2. Thereby, may regulate early steps of complex IV assembly. Mitochondrial respiratory chain complex IV or cytochrome c oxidase is the component of the respiratory chain that catalyzes the transfer of electrons from intermembrane space cytochrome c to molecular oxygen in the matrix and as a consequence contributes to the proton gradient involved in mitochondrial ATP synthesis. May also be required for efficient formation of respiratory supercomp [...] 
